,Location,Latitude,Longitude,Titles
66,Exeter,50.7256138,-3.5269209,cranford
67,Court,47.2398992,7.337079,cranford
68,Warsaw,52.2333742,21.0711489,cranford
69,Endor,29.7238864,-95.279589,cranford
70,Spain,39.3260685,-4.8379791,cranford
71,Mardon,55.6335138,-2.1544798,cranford
72,Cheltenham,51.8995685,-2.0711559,cranford
73,Over Place,-33.7309329,150.8094028,cranford
74,Wellington,-41.2887953,174.7772114,cranford
75,Calcutta,22.5726459,88.3638953,cranford
76,Warwickshire,52.3213064,-1.5536906,cranford
77,Chunderabaddad,,,cranford
78,Lalla Rookh,29.261018,-95.942041,cranford
79,Kalydor,,,cranford
80,China,35.000074,104.999927,cranford
81,Peru,-6.8699697,-75.0458515,cranford
82,County,39.982355,112.397213,cranford
83,Combehurst,,,cranford
84,Souchong,31.558146,120.3132646,cranford
85,Pekoe,51.5032058,-0.0736255,cranford
86,Portsmouth,50.800031,-1.0906023,cranford
87,Rangoon,16.7967129,96.1609916,cranford
88,Delhi,28.6328027,77.2197713,cranford
89,Manchester,53.4794892,-2.2451148,Mary Barton
90,Yorkshire,53.9825271,-1.38525,Mary Barton
91,Ancoats,53.4849976,-2.2276032,Mary Barton
92,Cumberland,40.1541581,-77.2803933,Mary Barton
93,Westmoreland,40.2930159,-79.4873204,Mary Barton
94,Burton,52.802742,-1.629917,Mary Barton
95,Milnthorpe,54.2293527,-2.7751769,Mary Barton
96,Lancaster,40.0379958,-76.3056707,Mary Barton
97,Runcorn,53.3421509,-2.7334941,Mary Barton
98,Liverpool,53.4071991,-2.99168,Mary Barton
99,South America,-21.0002179,-61.0006565,Mary Barton
100,France,46.603354,1.8883335,Mary Barton
101,Lancashire,53.8611712,-2.5650945,Mary Barton
102,Edad,51.8321285,12.1840467,Mary Barton
103,Lunnon,51.5074456,-0.1277653,Mary Barton
104,Oldham,35.3907651,-102.6193428,Mary Barton
105,Whitsun,52.6559028,-8.6045899,Mary Barton
106,Oxford Road,51.5465951,-0.4829827,Mary Barton
107,London,51.5074456,-0.1277653,Mary Barton
108,Heaven,51.507865,-0.1245597,Mary Barton
109,Portugal,39.6621648,-8.1353519,Mary Barton
110,Stoke Claypole,,,Mary Barton
111,Nottingham,52.9534193,-1.1496461,Mary Barton
112,Sheffield,53.3806626,-1.4702278,Mary Barton
113,Glasgow,55.861155,-4.2501687,Mary Barton
114,Oxfordshire,51.833333,-1.25,Mary Barton
115,England,52.5310214,-1.2649062,Mary Barton
116,Anglo - Saxon,-34.9100242,-54.8544054,Mary Barton
117,Dives,49.5885169,2.8867069,Mary Barton
118,Holborn,51.5195982,-0.1137266,Mary Barton
119,Deansgate,53.4741781,-2.2510902,Mary Barton
120,Brummagem,52.4796992,-1.9026911,Mary Barton
121,Creseide,,,Mary Barton
122,Bolton,53.5782863,-2.4300367,Mary Barton
123,Bury,49.3132772,2.3439338,Mary Barton
124,Halifax,44.648618,-63.5859487,Mary Barton
125,Africa,11.5024338,17.7578122,Mary Barton
126,Sierra Leone,8.6400349,-11.8400269,Mary Barton
127,Chatham Island,-43.912705,-176.475029,Mary Barton
128,Aber,51.5748662,-3.2298096,Mary Barton
129,Wales,52.2928116,-3.73893,Mary Barton
130,Madeira,32.7517501,-16.9817487,Mary Barton
131,America,39.7837304,-100.445882,Mary Barton
132,Yankee - Land,46.2540894,-81.3593483,Mary Barton
133,Boston,42.3554334,-71.060511,Mary Barton
134,Chester,53.1908873,-2.8908955,Mary Barton
135,Ireland,52.865196,-7.9794599,Mary Barton
136,Bristol,51.4538022,-2.5972985,Mary Barton
137,Burnley,53.7907262,-2.2439196,Mary Barton
138,Padiham,53.8011226,-2.3200869,Mary Barton
139,Sartor Resartus,51.2642235,-0.4318382,Mary Barton
140,Newcastle,54.9738474,-1.6131572,Mary Barton
141,Ramsay,51.037727,-114.041219,Mary Barton
142,Glasgow?--Seek,55.8274655,-4.261473,Mary Barton
143,China,35.000074,104.999927,Mary Barton
144,British,54.593718,-5.9335833,Mary Barton
145,CORINTH,34.9343599,-88.5223353,Mary Barton
146,GUISE,49.8982325,3.6262542,Mary Barton
147,Arnside,54.2013106,-2.8342988,Mary Barton
148,Kirkdale,53.4407853,-2.9811665,Mary Barton
149,Man,54.1936805,-4.5591148,Mary Barton
150,Liverpool Assize,,,Mary Barton
151,La,20.0171109,103.378253,Mary Barton
152,Newton,30.8118989,-93.740504,Mary Barton
153,Rhyl,53.3207425,-3.4907258,Mary Barton
154,Abergele,53.2840692,-3.5810655,Mary Barton
155,New Brighton,45.0628999,-93.2060969,Mary Barton
156,Liverpool Assize Courts to - morrow,,,Mary Barton
157,Holyhead,53.3106715,-4.6330966,Mary Barton
158,India,22.3511148,78.6677428,Mary Barton
159,Cheshire,53.2141028,-2.4717701,Mary Barton
160,CYMBELINE,48.8420959,2.3012455,Mary Barton
161,Hamburg,53.550341,10.000654,Mary Barton
162,Salford,53.4877463,-2.2891921,Mary Barton
163,Canada,61.0666922,-107.991707,Mary Barton
164,"at Toronto , in Canada",47.5954626,-52.7124159,Mary Barton
165,Toronto,43.6534817,-79.3839347,Mary Barton
166,Merica,39.7837304,-100.445882,Mary Barton
167,Scotland,56.7861112,-4.1140518,My Lady Ludlow
168,London,51.5074456,-0.1277653,My Lady Ludlow
169,Connington,31.5722356,-106.2168014,My Lady Ludlow
170,Cavistock,,,My Lady Ludlow
171,Hanbury Court,-37.9875809,145.1568973,My Lady Ludlow
172,England,52.5310214,-1.2649062,My Lady Ludlow
173,"called,â€”then",,,My Lady Ludlow
174,Shrewsbury,52.707755,-2.7540658,My Lady Ludlow
175,Oakfield,46.0989408,-68.1500246,My Lady Ludlow
176,Hanbury,52.2688447,-2.0527598,My Lady Ludlow
177,Weymouth,50.6096257,-2.4543424,My Lady Ludlow
178,Oxford,51.7520131,-1.2578499,My Lady Ludlow
179,Germany,51.1638175,10.4478313,My Lady Ludlow
180,Hathaway,38.8578662,-81.0831674,My Lady Ludlow
181,Paris,48.8534951,2.3483915,My Lady Ludlow
182,Versailles,48.8035403,2.1266886,My Lady Ludlow
183,"youth,â€”at Windsor and Kew and Weymouth",,,My Lady Ludlow
184,Windsor,42.2858536,-82.9780695,My Lady Ludlow
185,Kew,51.4771443,-0.2855658,My Lady Ludlow
186,Holmwood,51.1811282,-0.320874,My Lady Ludlow
187,St. Stephen,50.3449089,-4.8909241,My Lady Ludlow
188,Henley,51.5375786,-0.9050287,My Lady Ludlow
189,Florence,43.7697955,11.2556404,My Lady Ludlow
190,Rome,41.8933203,12.4829321,My Lady Ludlow
191,Venice,45.4371908,12.3345898,My Lady Ludlow
192,Ludlow,52.3679896,-2.7193114,My Lady Ludlow
193,Birmingham,52.4796992,-1.9026911,My Lady Ludlow
194,Warwick,52.2814519,-1.5815742,My Lady Ludlow
195,Genesis?â€”No,9.3016745,13.3798961,My Lady Ludlow
196,France,46.603354,1.8883335,My Lady Ludlow
197,Monkshaven,,,My Lady Ludlow
198,Sussex,36.9096897,-77.2741121,My Lady Ludlow
199,Dieppe,49.9246182,1.0791444,My Lady Ludlow
200,"Paris,â€”came",43.483315,-1.1329385,My Lady Ludlow
201,Normandy,49.0677708,0.3138532,My Lady Ludlow
202,Brittany,48.2640845,-2.9202408,My Lady Ludlow
203,Devonshire,50.7241405,-3.6607788,My Lady Ludlow
204,Dartmoor,50.5657349,-3.9009713,My Lady Ludlow
205,Faubourg Saint Germain,48.856257,2.32331,My Lady Ludlow
206,Jacques,19.2092677,-72.6752334,My Lady Ludlow
207,Urian,43.3823703,-1.6552941,My Lady Ludlow
208,Norman,35.2225717,-97.4394816,My Lady Ludlow
209,â€™s Scottish estates,,,My Lady Ludlow
210,Comberford,52.6622433,-1.7198576,My Lady Ludlow
211,Heaven,51.507865,-0.1245597,My Lady Ludlow
212,Vienna,48.2083537,16.3725042,My Lady Ludlow
213,Holkham,52.9591025,0.8143613,My Lady Ludlow
214,Woburn,42.4792618,-71.1522766,My Lady Ludlow
215,Trafalgar,36.1822339,-6.0332217,My Lady Ludlow
216,Westmoreland,40.2930159,-79.4873204,My Lady Ludlow
217,Laurentia,51.5019309,5.7644434,My Lady Ludlow
218,Albano,41.7479605,12.670204,My Lady Ludlow
219,Italy,42.6384261,12.674297,My Lady Ludlow
220,Naples,40.8358846,14.2487679,My Lady Ludlow
221,Norfolk,52.666667,1.0,My Lady Ludlow
222,Egypt,26.2540493,29.2675469,My Lady Ludlow
223,Merribank,,,My Lady Ludlow
224,Corfu,39.591337,19.8596189,North and South
225,Scotland,56.7861112,-4.1140518,North and South
226,Belgravia,51.4982128,-0.1534998,North and South
227,Delhi,28.6328027,77.2197713,North and South
228,London,51.5074456,-0.1277653,North and South
229,Naples,40.8358846,14.2487679,North and South
230,Helstone,50.6005808,-4.7021896,North and South
231,England,52.5310214,-1.2649062,North and South
232,Italy,42.6384261,12.674297,North and South
233,Southampton,50.9025349,-1.404189,North and South
234,Rio,-22.9110137,-43.2093727,North and South
235,Rutlandshire,37.6548883,-77.3986804,North and South
236,Plymouth,50.3714122,-4.1424451,North and South
237,Carsington,53.0769938,-1.6254465,North and South
238,Derbyshire,53.1185033,-1.5566179,North and South
239,Israel,30.8124247,34.8594762,North and South
240,Milton - Northern,43.037396,-73.916583,North and South
241,Darkshire,31.6952571,-106.2292988,North and South
242,Milton,42.2501425,-71.065573,North and South
243,Oxford,51.7520131,-1.2578499,North and South
244,Northern,9.6600005,-0.3943799,North and South
245,Heston,51.4854573,-0.3719561,North and South
246,Torquay,50.4652392,-3.5211361,North and South
247,"London,â€”going",,,North and South
248,Hampshire,51.0449814,-1.2433133,North and South
249,Crampton,42.9448049,-80.9425469,North and South
250,Wales,52.2928116,-3.73893,North and South
251,Cambridge,52.2055314,0.1186637,North and South
252,Burnleyways,,,North and South
253,North,13.45911,-2.2496367,North and South
254,COUNCIL,44.7298876,-116.438198,North and South
255,Cadiz,10.956652,123.3057034,North and South
256,South America,-21.0002179,-61.0006565,North and South
257,Spain,39.3260685,-4.8379791,North and South
258,Europe,51.0,10.0,North and South
259,Ashley,33.1742582,-91.7295595,North and South
260,Utopia,29.6152274,-99.5269927,North and South
261,Nuremberg,49.453872,11.077298,North and South
262,Sorrento,40.624906,14.374836,North and South
263,Collingbrooks,,,North and South
264,Ireland,52.865196,-7.9794599,North and South
265,NORMANDY,49.0677708,0.3138532,North and South
266,Patmos,33.5113082,-93.5666168,North and South
267,Oxenham,-20.2665806,57.4931698,North and South
268,"Milton,â€”more",43.0176677,-73.8430297,North and South
269,SOUTHWELL,53.0782513,-0.9550786,North and South
270,Mexico,23.6585116,-102.0077097,North and South
271,Heaven,51.507865,-0.1245597,North and South
272,Liverpool,53.4071991,-2.99168,North and South
273,Outwood,53.7152957,-1.5104273,North and South
274,Greenfield,42.5876342,-72.6002068,North and South
275,Hurstfield,51.3915891,0.0142253,North and South
276,Badoura,46.8621808,-94.7661209,North and South
277,Hayleigh,50.9195698,-0.0857942,North and South
278,Havre,48.5536972,-109.677802,North and South
279,Venice,45.4371908,12.3345898,North and South
280,Lunnon,51.5074456,-0.1277653,North and South
281,Australia,-24.7761086,134.755,North and South
282,Denmark,55.670249,10.3333283,North and South
283,Paris,48.8534951,2.3483915,North and South
284,Cromer,52.9311367,1.3012758,North and South
285,America,39.7837304,-100.445882,North and South
286,Hampstead,51.55653,-0.1783011,North and South
287,NEWCASTLE,54.9738474,-1.6131572,North and South
288,TYNE,54.9738474,-1.6131572,North and South
289,Belgium,50.6402809,4.6667145,Ruth
290,Waverhams,,,Ruth
291,London,51.5074456,-0.1277653,Ruth
292,Heneage Place,52.4858458,-1.8797498,Ruth
293,Norfolk,52.666667,1.0,Ruth
294,Potosi,37.936438,-90.7879086,Ruth
295,Milham,54.0356115,-0.7453078,Ruth
296,Lowford,50.8902749,-1.3154415,Ruth
297,Milham Grange,,,Ruth
298,Henbury,53.253535,-2.1962652,Ruth
299,Paris,48.8534951,2.3483915,Ruth
300,North Wales,52.9487856,-3.7601273,Ruth
301,Voelas,53.2968178,-3.4162098,Ruth
302,England,52.5310214,-1.2649062,Ruth
303,Wales,52.2928116,-3.73893,Ruth
304,Conway,35.0891932,-92.4398402,Ruth
305,Welsh,52.2928116,-3.73893,Ruth
306,Fordham,52.3103704,0.3877644,Ruth
307,Carnarvon,53.1394364,-4.2769751,Ruth
308,Llan - dhu,,,Ruth
309,America,39.7837304,-100.445882,Ruth
310,China,35.000074,104.999927,Ruth
311,Gibraltar,36.1285933,-5.3474761,Ruth
312,Spain,39.3260685,-4.8379791,Ruth
313,Eccleston,53.6505717,-2.7256101,Ruth
314,George,30.857421,-88.6537118,Ruth
315,Lunnon,51.5074456,-0.1277653,Ruth
316,Jerry,50.6193619,16.1290302,Ruth
317,Holland,52.2434979,5.6343227,Ruth
318,Smithiles,,,Ruth
319,Derby,52.9142235,-1.4719885,Ruth
320,Liverpool,53.4071991,-2.99168,Ruth
321,Chancery,53.7249045,-7.4558109,Ruth
322,Germany,51.1638175,10.4478313,Ruth
323,Abermouth,,,Ruth
324,Cranworth,52.6016486,0.9362179,Ruth
325,Utopia,29.6152274,-99.5269927,Ruth
326,Corioli,41.5139971,12.7798954,Ruth
327,Wakefield,53.6829541,-1.4967286,Ruth
328,Scarborough,54.2820009,-0.4011868,Ruth
329,Heaven,51.507865,-0.1245597,Ruth
330,Scaurside - hill,,,Ruth
331,Helmsby,39.2641309,-76.7616005,Ruth
332,Lincolnshire,53.1823034,-0.2031209,Ruth
333,Baden,48.0076713,16.2343693,Ruth
334,Scotland,56.7861112,-4.1140518,Ruth
335,Glasgow,55.861155,-4.2501687,Ruth
336,England,52.5310214,-1.2649062,Sylvia Lovers
337,Monkshaven,,,Sylvia Lovers
338,Europe,51.0,10.0,Sylvia Lovers
339,France,46.603354,1.8883335,Sylvia Lovers
340,Portsmouth,50.800031,-1.0906023,Sylvia Lovers
341,Plymouth,50.3714122,-4.1424451,Sylvia Lovers
342,York,53.9656579,-1.0743052,Sylvia Lovers
343,GREENLAND,77.6192349,-42.8125967,Sylvia Lovers
344,Yorkshire,53.9825271,-1.38525,Sylvia Lovers
345,Amerikay,-21.0002179,-61.0006565,Sylvia Lovers
346,his Hollands - and - water,,,Sylvia Lovers
347,Haytersbank,,,Sylvia Lovers
348,Sheba,31.2457442,34.7925181,Sylvia Lovers
349,Hartlepool,54.6857276,-1.2093696,Sylvia Lovers
350,St Abb 's Head,55.9101144,-2.1341711,Sylvia Lovers
351,Aurora,41.7571701,-88.3147539,Sylvia Lovers
352,Sunday,5.0190667,-8.4940512,Sylvia Lovers
353,Iceland,64.9841821,-18.1059013,Sylvia Lovers
354,Northumberland,55.25,-2.000559,Sylvia Lovers
355,London,51.5074456,-0.1277653,Sylvia Lovers
356,Newcastle,54.9738474,-1.6131572,Sylvia Lovers
357,Cumberland,40.1541581,-77.2803933,Sylvia Lovers
358,Horncastle,53.2087265,-0.1169525,Sylvia Lovers
359,Hull,53.7623863,-0.3301214,Sylvia Lovers
360,Cullercoats,55.0352433,-1.4341253,Sylvia Lovers
361,Abednego,44.6588625,-76.4906538,Sylvia Lovers
362,Nelson,-41.2710849,173.2836756,Sylvia Lovers
363,Hell,42.4347571,-83.9849477,Sylvia Lovers
364,Whitby,54.4874141,-0.6155111,Sylvia Lovers
365,Prestons,-33.9409247,150.8748897,Sylvia Lovers
366,Slaideburn,,,Sylvia Lovers
367,Newcassel,,,Sylvia Lovers
368,Shields,43.241373,-88.8077944,Sylvia Lovers
369,Lancashire,53.8611712,-2.5650945,Sylvia Lovers
370,Wales,52.2928116,-3.73893,Sylvia Lovers
371,Winthrop,42.3746525,-70.9825807,Sylvia Lovers
372,March,49.3597062,17.3094202,Sylvia Lovers
373,Whitehaven,54.5474199,-3.5885335,Sylvia Lovers
374,Sandsend,54.5026287,-0.6706598,Sylvia Lovers
375,North Shields,55.0087655,-1.4471035,Sylvia Lovers
376,Middleham,54.286721,-1.8049483,Sylvia Lovers
377,Spitalfields,51.5195274,-0.0751701,Sylvia Lovers
378,Lunnon,51.5074456,-0.1277653,Sylvia Lovers
379,"Lunnon,--I",51.3822766,-0.0980745,Sylvia Lovers
380,Gravesend,51.4424747,0.3694468,Sylvia Lovers
381,York---,53.9656579,-1.0743052,Sylvia Lovers
382,Durham,54.666667,-1.75,Sylvia Lovers
383,Yesterbarrow,,,Sylvia Lovers
384,fourscore,38.5537,-90.0199031,Sylvia Lovers
385,Norroway,42.1750751,-71.0539689,Sylvia Lovers
386,Haman,48.2232275,12.0863333,Sylvia Lovers
387,Urania,48.211547,16.3837538,Sylvia Lovers
388,Corneys,45.8960492,4.2174947,Sylvia Lovers
389,Hester,-33.904191,116.1627489,Sylvia Lovers
390,Tynemouth,55.0177847,-1.4256042,Sylvia Lovers
391,Tadcaster,53.8852975,-1.2595975,Sylvia Lovers
392,Randyvowse,,,Sylvia Lovers
393,Haverstone,,,Sylvia Lovers
394,Bridewell,51.7444407,-8.7364953,Sylvia Lovers
395,York Castle,17.9968154,-77.5654936,Sylvia Lovers
396,Collyton,,,Sylvia Lovers
397,George,30.857421,-88.6537118,Sylvia Lovers
398,York Minster,53.9623561,-1.0820834,Sylvia Lovers
399,'s Bay,33.819003,-118.3460364,Sylvia Lovers
400,Kinraid,,,Sylvia Lovers
401,Esdale,54.8666994,-1.372606,Sylvia Lovers
402,Sylvia,37.9580938,-98.4084398,Sylvia Lovers
403,Martinmas,,,Sylvia Lovers
404,Wakefield,53.6829541,-1.4967286,Sylvia Lovers
405,Dublin,53.3493795,-6.2605593,Sylvia Lovers
406,St Jean d'Acre,50.6916688,-1.0909525,Sylvia Lovers
407,Paris,48.8588897,2.320041,Sylvia Lovers
408,Acre,32.9173172,35.0861048,Sylvia Lovers
409,Dartmoor,50.5657349,-3.9009713,Sylvia Lovers
410,Devonshire,50.7241405,-3.6607788,Sylvia Lovers
411,Hartswell,23.4475874,-75.6758131,Sylvia Lovers
412,Bristol,51.4538022,-2.5972985,Sylvia Lovers
413,Jaffa,32.0443395,34.7509908,Sylvia Lovers
414,Joppa,37.2064423,-88.8447822,Sylvia Lovers
415,Palestine,31.7621153,-95.6307891,Sylvia Lovers
416,Jerusalem,31.7788472,35.2257856,Sylvia Lovers
417,Old England,50.8428356,4.3590958,Sylvia Lovers
418,Rule Britannia,,,Sylvia Lovers
419,Somersetshire,51.1617509,-3.0753867,Sylvia Lovers
420,Potterne,51.3292472,-2.0003555,Sylvia Lovers
421,Salisbury Plain,51.2486531,-1.8934831,Sylvia Lovers
422,the----th,-32.513661,19.9563016,Sylvia Lovers
423,Quebec,52.4760892,-71.8258668,Sylvia Lovers
424,Christendom,52.2596702,-7.0985056,Sylvia Lovers
425,Warwick,52.2814519,-1.5815742,Sylvia Lovers
426,America,39.7837304,-100.445882,Sylvia Lovers
427,Hollingford,51.6701461,0.2310322,Wives and Daughters
428,Cumnor,51.7349255,-1.3331621,Wives and Daughters
429,Whitsuntide,,,Wives and Daughters
430,France,46.603354,1.8883335,Wives and Daughters
431,London,51.5074456,-0.1277653,Wives and Daughters
432,Paris,48.8588897,2.320041,Wives and Daughters
433,Hamley,-34.0817399,137.599391,Wives and Daughters
434,Oxford,51.7520131,-1.2578499,Wives and Daughters
435,Rugby,52.3726682,-1.2620038,Wives and Daughters
436,Cambridge,52.2055314,0.1186637,Wives and Daughters
437,Trinity,31.0834452,-95.1219348,Wives and Daughters
438,England,52.5310214,-1.2649062,Wives and Daughters
439,India,22.3511148,78.6677428,Wives and Daughters
440,Scylla,-44.3882294,168.7537304,Wives and Daughters
441,Lammermoor,-23.1617187,150.7676346,Wives and Daughters
442,Newport,41.4899827,-71.3137707,Wives and Daughters
443,DANGER,-8.6111781,116.4584975,Wives and Daughters
444,Maidenhead,51.522743,-0.7197368,Wives and Daughters
445,Eton,51.4885381,-0.6091736,Wives and Daughters
446,Ashcombe,50.6058344,-3.5367719,Wives and Daughters
447,Ashcombe'--um,,,Wives and Daughters
448,Boulogne,46.7947224,-1.3210389,Wives and Daughters
449,Chelsea,51.4875167,-0.1687007,Wives and Daughters
450,Michaelmas,50.9503141,-0.1972072,Wives and Daughters
451,Iceland,64.9841821,-18.1059013,Wives and Daughters
452,Canonbury,51.5423339,-0.0914333,Wives and Daughters
453,Ivanhoe,44.463229,-96.247372,Wives and Daughters
454,Russia,64.6863136,97.7453061,Wives and Daughters
455,Prussia,41.3738765,-94.506357,Wives and Daughters
456,Bath,51.3813864,-2.3596963,Wives and Daughters
457,Brighton,50.8214626,-0.1400561,Wives and Daughters
458,Belgium,50.6402809,4.6667145,Wives and Daughters
459,Dover,51.1251275,1.3134228,Wives and Daughters
460,York,53.9656579,-1.0743052,Wives and Daughters
461,Matlock,53.1374514,-1.5544694,Wives and Daughters
462,Scotland,56.7861112,-4.1140518,Wives and Daughters
463,Despair,51.0786216,70.9716567,Wives and Daughters
464,Warwickshire,52.3213064,-1.5536906,Wives and Daughters
465,Australia,-24.7761086,134.755,Wives and Daughters
466,Alsace,33.98279,-118.4123635,Wives and Daughters
467,Germany,51.1638175,10.4478313,Wives and Daughters
468,Wales,52.2928116,-3.73893,Wives and Daughters
469,White,38.0632329,-88.1577725,Wives and Daughters
470,Chillon,38.7967523,-4.8669119,Wives and Daughters
471,Coreham,,,Wives and Daughters
472,Somerton,51.06161,-2.7548573,Wives and Daughters
473,Menteith,49.5590763,-100.4426166,Wives and Daughters
474,mamma,60.2011097,24.9684504,Wives and Daughters
475,June,30.9461533,74.6953689,Wives and Daughters
476,Winchester,51.0612766,-1.3131692,Wives and Daughters
477,Metz,49.1196964,6.1763552,Wives and Daughters
478,Rowe,42.6952381,-72.8984799,Wives and Daughters
479,West Spinney,51.6079294,-2.2277971,Wives and Daughters
480,Combermere,17.190458,-62.5729765,Wives and Daughters
481,Waterloo,42.498275,-92.3328743,Wives and Daughters
482,Rome,41.8933203,12.4829321,Wives and Daughters
483,August,37.979919,-121.2621572,Wives and Daughters
484,Strasbourg,48.584614,7.7507127,Wives and Daughters
485,Prestham,,,Wives and Daughters
486,Crichton,38.056227,-80.716201,Wives and Daughters
487,Havre,48.5536972,-109.677802,Wives and Daughters
488,America,39.7837304,-100.445882,Wives and Daughters
489,Moscow,55.625578,37.6063916,Wives and Daughters
490,Abyssinia,10.2116702,38.6521203,Wives and Daughters
491,Huon,-36.229654,147.0948726,Wives and Daughters
492,March,49.3597062,17.3094202,Wives and Daughters
493,Spa,50.4920654,5.8627569,Wives and Daughters
494,Africa,11.5024338,17.7578122,Wives and Daughters
495,Henwick,52.2059209,-2.2451216,Wives and Daughters
496,Stratford,52.1927803,-1.70634,Wives and Daughters
497,Arracuoba,,,Wives and Daughters
498,Worcester,42.2625621,-71.8018877,Wives and Daughters
499,Mdme,14.7030829,-17.4470745,Wives and Daughters
500,London Kirkpatricks,,,Wives and Daughters
501,Switzerland,46.7985624,8.2319736,Wives and Daughters
502,Bishopsfield,52.4044203,-8.4719012,Wives and Daughters
503,BAY,30.2481693,-85.6593633,Wives and Daughters
504,November,50.8766916,7.1559314,Wives and Daughters
505,Feversham,44.3400541,-80.3760922,Wives and Daughters
506,Harrow,51.5968272,-0.3373046,Wives and Daughters
507,Cape Town,-33.9288301,18.4172197,Wives and Daughters
508,ADIEUX,48.3743343,2.6621678,Wives and Daughters
509,Birmingham,52.4796992,-1.9026911,Wives and Daughters
510,Atherstone,52.5772439,-1.5433954,Wives and Daughters
511,Carthage,32.1570412,-94.338114,Wives and Daughters
512,Edinburgh,55.9533456,-3.1883749,Wives and Daughters
513,Sussex Place,35.863248,-78.6078578,Wives and Daughters
514,Calais,50.9524769,1.8538446,Wives and Daughters
